단어,up,down,total,prob_up,prob_down,polarity_score
신용융자/NNG,25,65,89,7.399597817059448e-06,2.661701433264798e-05,0.2780025484670242
세율/NNG,92,93,184,2.723051996677877e-05,3.808280512209634e-05,0.715034511756045
고정환율제/NNG,5,15,19,1.4799195634118894e-06,6.142387922918765e-06,0.2409355420047542
사스/NNG,13,14,26,3.847790864870912e-06,5.73289539472418e-06,0.6711775812989583
상향/NNG;등급/NNG;하향/NNG,9,17,25,2.663855214141401e-06,6.961372979307933e-06,0.3826623314193156
상당히/MAG,724,740,1463,0.000214292352782,0.0003030244708639,0.7071783746409815
경제/NNG;성장률/NNG;마이너스/NNG,9,9,17,2.663855214141401e-06,3.6854327537512585e-06,0.7228066260142629
요구자본/NNG,7,13,19,2.0718873887766454e-06,5.323402866529596e-06,0.3892035678538338
투자/NNG;불확실성/NNG,9,10,18,2.663855214141401e-06,4.094925281945843e-06,0.6505259634128366
한경/NNG,123,116,238,3.640602125993248e-05,4.750113327057178e-05,0.7664242672392614
태풍/NNG,51,49,99,1.5095179546801272e-05,2.006513388153463e-05,0.7523089372801511
스펙/NNG,5,13,17,1.4799195634118894e-06,5.323402866529596e-06,0.2780025484670241
인플레이션/NNG;압력/NNG;높/VA,8,10,17,2.367871301459023e-06,4.094925281945843e-06,0.5782453008114103
성장/NNG;회복/NNG,38,67,104,1.124738868193036e-05,2.7435999389037147e-05,0.4099500266946566
간접금융/NNG,24,37,60,7.103613904377069e-06,1.515122354319962e-05,0.4688475411984407
임시직/NNG,20,20,39,5.9196782536475576e-06,8.189850563891686e-06,0.7228066260142629
상가/NNG,186,178,363,5.5053007758922285e-05,7.2889670018636e-05,0.7552923170710837
대차거래/NNG,14,39,52,4.143774777553291e-06,1.597020859958879e-05,0.2594690452358892
산단/NNG,12,13,24,3.5518069521885345e-06,5.323402866529596e-06,0.667206116320858
crb/NNG,302,350,651,8.938714163007812e-05,0.0001433223848681,0.6236788601608783
금리/NNG;인상/NNG;우려/NNG;완화/NNG,12,16,27,3.5518069521885345e-06,6.5518804511133485e-06,0.5421049695106972
성장률/NNG,5390,5179,10568,0.001595353289358,0.0021207618035197,0.752254820277443
사모발행/NNG,11,14,24,3.255823039506157e-06,5.73289539472418e-06,0.5679194918683494
외환보유액/NNG;감소/NNG,12,12,23,3.5518069521885345e-06,4.913910338335011e-06,0.7228066260142629
기여도/NNG,188,262,449,5.5644975584287045e-05,0.0001072870423869,0.518655136223975
해암/NNG,7,15,21,2.0718873887766454e-06,6.142387922918765e-06,0.337309758806656
블랙프라이데이/NNG,8,12,19,2.367871301459023e-06,4.913910338335011e-06,0.4818710840095085
난해/NNG,9,15,23,2.663855214141401e-06,6.142387922918765e-06,0.4336839756085577
금정/NNG,20,22,41,5.9196782536475576e-06,9.008835620280857e-06,0.657096932740239
물가/NNG;상승률/NNG;하락/NNG,26,28,53,7.695581729741824e-06,1.146579078944836e-05,0.6711775812989583
울리/VV,10,14,23,2.9598391268237788e-06,5.73289539472418e-06,0.516290447153045
이론/NNG,142,134,275,4.202971560089766e-05,5.4871998778074295e-05,0.7659592604031741
전분/NNG,15,18,32,4.439758690235668e-06,7.370865507502517e-06,0.6023388550118858
성장/NNG;부진/NNG,14,19,32,4.143774777553291e-06,7.780358035697102e-06,0.5325943560105095
냉정/NNG,8,23,30,2.367871301459023e-06,9.41832814847544e-06,0.2514110003527871
지적재산권/NNG,295,356,650,8.731525424130147e-05,0.0001457793400372,0.5989549288601336
수주/NNG;증가/NNG,12,12,23,3.5518069521885345e-06,4.913910338335011e-06,0.7228066260142629
신규물/NNG,9,10,18,2.663855214141401e-06,4.094925281945843e-06,0.6505259634128366
순상/NNG,87,145,231,2.5750600403366875e-05,5.9376416588214725e-05,0.4336839756085577
목표비중/NNG,10,11,20,2.9598391268237788e-06,4.504417810140428e-06,0.657096932740239
금리/NNG;하락/NNG;제한/NNG,25,27,51,7.399597817059448e-06,1.1056298261253776e-05,0.6692653944576509
맥락/NNG,102,98,199,3.0190359093602544e-05,4.013026776306926e-05,0.7523089372801511
채권펀드/NNG,369,396,764,0.0001092180637797,0.000162159041165,0.6735243560587449
에이/NNG,13,18,30,3.847790864870912e-06,7.370865507502517e-06,0.5220270076769676
사적/NNG,6,19,24,1.7759034760942673e-06,7.780358035697102e-06,0.228254724004504
수입/NNG;확대/NNG,7,14,20,2.0718873887766454e-06,5.73289539472418e-06,0.3614033130071314
소파/NNG,10,10,19,2.9598391268237788e-06,4.094925281945843e-06,0.7228066260142629
경제/NNG;지표/NNG;호전/NNG,9,12,20,2.663855214141401e-06,4.913910338335011e-06,0.5421049695106972
재정증권/NNG,34,69,102,1.0063453031200847e-05,2.8254984445426315e-05,0.356165583833115
기업/NNG;구조조정/NNG;지연/NNG,9,12,20,2.663855214141401e-06,4.913910338335011e-06,0.5421049695106972
재가동/NNG,9,12,20,2.663855214141401e-06,4.913910338335011e-06,0.5421049695106972
임업/NNG,13,14,26,3.847790864870912e-06,5.73289539472418e-06,0.6711775812989583
축구/NNG,32,38,69,9.471485205836092e-06,1.5560716071394204e-05,0.6086792640120108
삼바/NNG,8,11,18,2.367871301459023e-06,4.504417810140428e-06,0.5256775461921911
몰라도/VV,9,15,23,2.663855214141401e-06,6.142387922918765e-06,0.4336839756085577
국제투자은행/NNG,12,14,25,3.5518069521885345e-06,5.73289539472418e-06,0.6195485365836539
안정/NNG;회복/NNG,11,15,25,3.255823039506157e-06,6.142387922918765e-06,0.5300581924104595
가격/NNG;상승/NNG;확대/NNG,9,10,18,2.663855214141401e-06,4.094925281945843e-06,0.6505259634128366
소재산업/NNG,10,15,24,2.9598391268237788e-06,6.142387922918765e-06,0.4818710840095085
미연/NNG,21,39,59,6.215662166329935e-06,1.597020859958879e-05,0.3892035678538338
경제/NNG;자신/NNG,3,15,17,8.879517380471336e-07,6.142387922918765e-06,0.1445613252028525
지현/NNG,14,14,27,4.143774777553291e-06,5.73289539472418e-06,0.7228066260142629
제치/NNG,190,214,403,5.62369434096518e-05,8.763140103364104e-05,0.6417442006668689
실업률/NNG;증가/NNG,10,12,21,2.9598391268237788e-06,4.913910338335011e-06,0.6023388550118858
경제/NNG;침체/NNG,21,28,48,6.215662166329935e-06,1.146579078944836e-05,0.5421049695106971
유도/NNG,503,525,1027,0.0001488799080792,0.0002149835773021,0.6925175864479509
보베스파/NNG,16,30,45,4.735742602918046e-06,1.228477584583753e-05,0.3854968672076068
연방/NNG,224,262,485,6.630039644085265e-05,0.0001072870423869,0.6179720772030339
금리/NNG;변동성/NNG;확대/NNG,29,52,80,8.583533467788958e-06,2.1293611466118384e-05,0.403103695277185
중장기재무관리계획/NNG,6,23,28,1.7759034760942673e-06,9.41832814847544e-06,0.1885582502645903
늦춰서/VV,9,15,23,2.663855214141401e-06,6.142387922918765e-06,0.4336839756085577
점도표/NNG,352,541,892,0.0001041863372641,0.0002215354577532,0.4702919267227736
단기/NNG;성장/NNG,8,10,17,2.367871301459023e-06,4.094925281945843e-06,0.5782453008114103
민영화/NNG,42,48,89,1.243132433265987e-05,1.9655641353340045e-05,0.63245579776248
채권단/NNG,146,160,305,4.321365125162717e-05,6.551880451113348e-05,0.6595610462380149
제조업/NNG;경기/NNG;둔화/NNG,9,11,19,2.663855214141401e-06,4.504417810140428e-06,0.5913872394662151
대외/NNG;충격/NNG,15,29,43,4.439758690235668e-06,1.1875283317642944e-05,0.3738654962142739
위험/NNG;회피/NNG;성향/NNG;강화/NNG,10,11,20,2.9598391268237788e-06,4.504417810140428e-06,0.657096932740239
정체/NNG,303,292,594,8.96831255427605e-05,0.0001195718182328,0.7500356427476769
유동비율/NNG,17,25,41,5.031726515600424e-06,1.0237313204864608e-05,0.4915085056896988
반군/NNG,24,47,70,7.103613904377069e-06,1.9246148825145463e-05,0.3690927451987725
번역/NNG,21,20,40,6.215662166329935e-06,8.189850563891686e-06,0.758946957314976
유동성/NNG;제약/NNG,7,11,17,2.0718873887766454e-06,4.504417810140428e-06,0.4599678529181673
마이너스gdp/NNG;갭/NNG;확대/NNG,8,11,18,2.367871301459023e-06,4.504417810140428e-06,0.5256775461921911
투자자금/NNG,527,594,1120,0.0001559835219836,0.0002432385617475,0.6412779325076036
글로벌/NNG;수요/NNG;둔화/NNG,12,12,23,3.5518069521885345e-06,4.913910338335011e-06,0.7228066260142629
순유입/NNG,583,609,1191,0.0001725586210938,0.0002493809496705,0.6919478866441958
부진/NNG,4222,4531,8752,0.0012496440793449,0.0018554106452496,0.6735134793714892
고부가가치/NNG,30,29,58,8.879517380471337e-06,1.1875283317642944e-05,0.7477309924285478
성장/NNG;개선/NNG,10,11,20,2.9598391268237788e-06,4.504417810140428e-06,0.657096932740239
죽전/NNG,6,14,19,1.7759034760942673e-06,5.73289539472418e-06,0.3097742682918269
악화/NNG,2199,2179,4377,0.0006508686239885,0.0008922842189359,0.7294409227193043
작동/NNG,136,182,317,4.025381212480339e-05,7.452764013141435e-05,0.5401192370216469
세월호참사/NNG,6,19,24,1.7759034760942673e-06,7.780358035697102e-06,0.228254724004504
날짜/NNG,110,129,238,3.2558230395061565e-05,5.282453613710138e-05,0.6163467353609993
물가/NNG;하락/NNG;압력/NNG,20,21,40,5.9196782536475576e-06,8.59934309208627e-06,0.6883872628707266
세워뒀/VV,10,22,31,2.9598391268237788e-06,9.008835620280857e-06,0.3285484663701195
위함/VV,28,40,67,8.287549555106581e-06,1.637970112778337e-05,0.505964638209984
국고채/NNG;금리/NNG;급등/NNG,14,16,29,4.143774777553291e-06,6.5518804511133485e-06,0.6324557977624801
투자의견없음/NNG,26,30,55,7.695581729741824e-06,1.228477584583753e-05,0.6264324092123611
진작/NNG;효과/NNG,12,30,41,3.5518069521885345e-06,1.228477584583753e-05,0.2891226504057051
오바마케어/NNG,24,31,54,7.103613904377069e-06,1.2694268374032111e-05,0.5595922265916874
테일러준칙/NNG,48,63,110,1.4207227808754138e-05,2.579802927625881e-05,0.5507098102965812
액션/NNG,28,46,73,8.287549555106581e-06,1.883665629695088e-05,0.4399692506173774
번호판/NNG,7,13,19,2.0718873887766454e-06,5.323402866529596e-06,0.3892035678538338
화폐/NNG,237,251,487,7.014818730572356e-05,0.0001027826245768,0.6824907185871725
유로3/NNG,36,43,78,1.0655420856565604e-05,1.7608178712367125e-05,0.6051404310817085
신용위험/NNG;완화/NNG,9,15,23,2.663855214141401e-06,6.142387922918765e-06,0.4336839756085577
수소/NNG,40,47,86,1.1839356507295117e-05,1.9246148825145463e-05,0.6151545753312875
對中/NNG,11,17,27,3.255823039506157e-06,6.961372979307933e-06,0.4676984050680524
보유비중/NNG,100,107,206,2.959839126823779e-05,4.381570051682052e-05,0.6755202112282831
만일/NNG,174,185,358,5.150120080673375e-05,7.57561177159981e-05,0.6798289347377391
스타일/NNG,24,25,48,7.103613904377069e-06,1.0237313204864608e-05,0.6938943609736924
주택시장/NNG,727,739,1465,0.00021518030452,0.0003026149783357,0.7110695766067242
도유/NNG,5,22,26,1.4799195634118894e-06,9.008835620280857e-06,0.1642742331850597
전개/NNG,481,563,1043,0.0001423682620002,0.0002305442933735,0.6175310605912263
화약/NNG,10,14,23,2.9598391268237788e-06,5.73289539472418e-06,0.516290447153045
고용자수/NNG;증가/NNG,44,59,102,1.3023292158024628e-05,2.416005916348048e-05,0.5390422295699587
저하/NNG,725,772,1496,0.0002145883366947,0.0003161282317662,0.6788015594045863
국경조정세/NNG,2,41,42,5.919678253647558e-07,1.6789193655977957e-05,0.0352588598055738
공적자금/NNG,40,65,104,1.1839356507295117e-05,2.661701433264798e-05,0.4448040775472386
상향/NNG;안정/NNG,17,16,32,5.031726515600424e-06,6.5518804511133485e-06,0.7679820401401543
워크아웃/NNG;기업/NNG;재무구조/NNG;개선/NNG,12,13,24,3.5518069521885345e-06,5.323402866529596e-06,0.667206116320858
경제/NNG;부정적/VAX,24,26,49,7.103613904377069e-06,1.0646805733059192e-05,0.667206116320858
감축목표/NNG,7,14,20,2.0718873887766454e-06,5.73289539472418e-06,0.3614033130071314
포석/NNG,6,12,17,1.7759034760942673e-06,4.913910338335011e-06,0.3614033130071314
뱅크론/NNG,21,23,43,6.215662166329935e-06,9.41832814847544e-06,0.659953875926066
금리/NNG;상승/NNG;금리/NNG;인하/NNG,14,14,27,4.143774777553291e-06,5.73289539472418e-06,0.7228066260142629
기미/NNG,101,97,197,2.9894375180920167e-05,3.972077523487468e-05,0.7526130848189747
공제/NNG,528,559,1086,0.0001562795058962,0.0002289063232607,0.6827225376306454
재정/NNG;감축/NNG,9,12,20,2.663855214141401e-06,4.913910338335011e-06,0.5421049695106972
문제/NNG,3423,3263,6685,0.0010131529331117,0.0013361741194989,0.7582491819941225
정형/NNG,8,16,23,2.367871301459023e-06,6.5518804511133485e-06,0.3614033130071314
많/VA;금리/NNG;인상/NNG,3,18,20,8.879517380471336e-07,7.370865507502517e-06,0.1204677710023771
경쟁국/NNG,9,10,18,2.663855214141401e-06,4.094925281945843e-06,0.6505259634128366
기간조정/NNG,46,47,92,1.3615259983389385e-05,1.9246148825145463e-05,0.7074277616309806
고평가/NNG,115,121,235,3.4038149958473456e-05,4.95485959115447e-05,0.6869649751375225
교보/NNG,19,36,54,5.62369434096518e-06,1.4741731015005034e-05,0.381481274840861
fed/NNG;금리/NNG;인상/NNG;지연/NNG,14,20,33,4.143774777553291e-06,8.189850563891686e-06,0.505964638209984
소비세/NNG,43,92,134,1.2727308245342247e-05,3.767331259390176e-05,0.3378335317240576
임대인/NNG,22,27,48,6.511646079012314e-06,1.1056298261253776e-05,0.5889535471227327
로컬통화/NNG,18,79,96,5.327710428282802e-06,3.234990972737216e-05,0.1646901173197054
우산/NNG,26,77,102,7.695581729741824e-06,3.153092467098299e-05,0.244064575017803
신용스프레드/NNG;확대/NNG,48,58,105,1.4207227808754138e-05,2.375056663528589e-05,0.5981847939428382
우려/NNG;증가/NNG,12,16,27,3.5518069521885345e-06,6.5518804511133485e-06,0.5421049695106972
경각심/NNG,18,25,42,5.327710428282802e-06,1.0237313204864608e-05,0.5204207707302694
보광/NNG,6,12,17,1.7759034760942673e-06,4.913910338335011e-06,0.3614033130071314
신용경로/NNG,9,16,24,2.663855214141401e-06,6.5518804511133485e-06,0.4065787271330229
생겨나/VV,14,14,27,4.143774777553291e-06,5.73289539472418e-06,0.7228066260142629
재분류/NNG,12,14,25,3.5518069521885345e-06,5.73289539472418e-06,0.6195485365836539
전철/NNG,43,49,91,1.2727308245342247e-05,2.006513388153463e-05,0.634299692216598
결렬/NNG,31,30,60,9.175501293153715e-06,1.228477584583753e-05,0.7469001802147384
핫머니/NNG,15,15,29,4.439758690235668e-06,6.142387922918765e-06,0.7228066260142628
대출/NNG;제한/NNG,13,18,30,3.847790864870912e-06,7.370865507502517e-06,0.5220270076769676
금리/NNG;변동성/NNG;높/VA,5,16,20,1.4799195634118894e-06,6.5518804511133485e-06,0.2258770706294571
출신/NNG,122,117,238,3.61100373472501e-05,4.791062579876637e-05,0.7536957980661544
양호/NNG,1720,1627,3346,0.0005090923298136,0.0006662443433725,0.7641225548522017
할당/NNG,19,24,42,5.62369434096518e-06,9.827820676670024e-06,0.5722219122612915
기원/NNG,13,19,31,3.847790864870912e-06,7.780358035697102e-06,0.4945519020097587
어쨌든/MAG,8,16,23,2.367871301459023e-06,6.5518804511133485e-06,0.3614033130071314
시인/NNG,7,13,19,2.0718873887766454e-06,5.323402866529596e-06,0.3892035678538338
일시적/VAX;부진/NNG,11,12,22,3.255823039506157e-06,4.913910338335011e-06,0.6625727405130744
주보/NNG,20,22,41,5.9196782536475576e-06,9.008835620280857e-06,0.657096932740239
주택분양/NNG,8,14,21,2.367871301459023e-06,5.73289539472418e-06,0.4130323577224359
소득분배/NNG,8,28,35,2.367871301459023e-06,1.146579078944836e-05,0.2065161788612179
일시적/VAX;충격/NNG,8,12,19,2.367871301459023e-06,4.913910338335011e-06,0.4818710840095085
자진/NNG,15,15,29,4.439758690235668e-06,6.142387922918765e-06,0.7228066260142628
경상/NNG;수지/NNG;흑자/NNG;축소/NNG,9,9,17,2.663855214141401e-06,3.6854327537512585e-06,0.7228066260142629
본문/NNG,10,11,20,2.9598391268237788e-06,4.504417810140428e-06,0.657096932740239
실세/NNG,72,74,145,2.131084171313121e-05,3.030244708639924e-05,0.7032713117976612
박스/NNG,28,55,82,8.287549555106581e-06,2.2522089050702138e-05,0.3679742823345338
가격경쟁/NNG,19,20,38,5.62369434096518e-06,8.189850563891686e-06,0.6866662947135498
순차입금/NNG,17,31,47,5.031726515600424e-06,1.2694268374032111e-05,0.3963778271691118
금리/NNG;인하/NNG;가능성/NNG;약화/NNG,14,30,43,4.143774777553291e-06,1.228477584583753e-05,0.337309758806656
탈퇴/NNG,112,232,343,3.3150198220426326e-05,9.500226654114356e-05,0.348941129799989
유수/NNG,10,12,21,2.9598391268237788e-06,4.913910338335011e-06,0.6023388550118858
담보권/NNG,12,12,23,3.5518069521885345e-06,4.913910338335011e-06,0.7228066260142629
채워/VV,29,33,61,8.583533467788958e-06,1.3513253430421284e-05,0.6351937016488977
crs/NNG;금리/NNG;상승/NNG,9,9,17,2.663855214141401e-06,3.6854327537512585e-06,0.7228066260142629
소비/NNG;진작/NNG,20,22,41,5.9196782536475576e-06,9.008835620280857e-06,0.657096932740239
지역리스크/NNG,11,14,24,3.255823039506157e-06,5.73289539472418e-06,0.5679194918683494
선거비용/NNG,7,16,22,2.0718873887766454e-06,6.5518804511133485e-06,0.31622789888124
금융시장/NNG;위험/NNG;회피/NNG,10,10,19,2.9598391268237788e-06,4.094925281945843e-06,0.7228066260142629
역행/NNG,6,22,27,1.7759034760942673e-06,9.008835620280857e-06,0.1971290798220716
접근방법/NNG,15,26,40,4.439758690235668e-06,1.0646805733059192e-05,0.4170038227005362
열위/NNG,78,83,160,2.308674518922548e-05,3.3987879840150496e-05,0.6792640581820785
유로존/NNG;경기/NNG;개선/NNG,9,14,22,2.663855214141401e-06,5.73289539472418e-06,0.4646614024377404
금융기업/NNG,49,113,161,1.4503211721436517e-05,4.627265568598803e-05,0.31342942189999
누그러지/VV,14,16,29,4.143774777553291e-06,6.5518804511133485e-06,0.6324557977624801
지폐/NNG,17,44,60,5.031726515600424e-06,1.801767124056171e-05,0.2792661964146015
수요우위/NNG,40,58,97,1.1839356507295117e-05,2.375056663528589e-05,0.4984873282856984
커버드본드/NNG,49,111,159,1.4503211721436517e-05,4.545367062959886e-05,0.3190767988711611
유동성/NNG;공급/NNG;확대/NNG,10,17,26,2.9598391268237788e-06,6.961372979307933e-06,0.425180368243684
우려/NNG;아니/VCN,9,9,17,2.663855214141401e-06,3.6854327537512585e-06,0.7228066260142629
나타났으나/VV,34,44,77,1.0063453031200847e-05,1.801767124056171e-05,0.5585323928292031
교착/NNG,14,22,35,4.143774777553291e-06,9.008835620280857e-06,0.4599678529181673
수출국/NNG,72,124,195,2.131084171313121e-05,5.077707349612845e-05,0.4196941699437655
완연/NNG,16,28,43,4.735742602918046e-06,1.146579078944836e-05,0.4130323577224359
순기능/NNG,10,20,29,2.9598391268237788e-06,8.189850563891686e-06,0.3614033130071314
공모발행/NNG,18,20,37,5.327710428282802e-06,8.189850563891686e-06,0.6505259634128366
포상/NNG,12,13,24,3.5518069521885345e-06,5.323402866529596e-06,0.667206116320858
커버넌트/NNG,3,24,26,8.879517380471336e-07,9.827820676670024e-06,0.0903508282517828
안전자산/NNG,1151,1219,2369,0.0003406774834974,0.0004991713918691,0.6824859938822121
했으나/VV,12,13,24,3.5518069521885345e-06,5.323402866529596e-06,0.667206116320858
의거/NNG,38,48,85,1.124738868193036e-05,1.9655641353340045e-05,0.5722219122612915
북북/MAG,9,21,29,2.663855214141401e-06,8.59934309208627e-06,0.3097742682918269
부채비율/NNG;높/VA,19,21,39,5.62369434096518e-06,8.59934309208627e-06,0.6539678997271903
열연/NNG,4,15,18,1.1839356507295115e-06,6.142387922918765e-06,0.1927484336038034
스모/NNG,91,88,178,2.693453605409639e-05,3.603534248112342e-05,0.7474477609920218
금융자산/NNG,155,161,315,4.587750646576857e-05,6.592829703932807e-05,0.6958697331193214
미국발/NNG,81,77,157,2.397469692727261e-05,3.153092467098299e-05,0.760355022170848
중소협력사/NNG,1,20,20,2.959839126823779e-07,8.189850563891686e-06,0.0361403313007131
차유/NNG,6,22,27,1.7759034760942673e-06,9.008835620280857e-06,0.1971290798220716
폭설/NNG,25,30,54,7.399597817059448e-06,1.228477584583753e-05,0.6023388550118858
소비성향/NNG,68,64,131,2.012690606240169e-05,2.62075218044534e-05,0.7679820401401543
우르/NNG,38,42,79,1.124738868193036e-05,1.719868618417254e-05,0.6539678997271903
발행인/NNG,11,13,23,3.255823039506157e-06,5.323402866529596e-06,0.6116056066274532
수익성/NNG;부진/NNG,10,11,20,2.9598391268237788e-06,4.504417810140428e-06,0.657096932740239
주목도/NNG,19,21,39,5.62369434096518e-06,8.59934309208627e-06,0.6539678997271903
성장동력/NNG,137,145,281,4.054979603748577e-05,5.9376416588214725e-05,0.682927639751407
경제/NNG;심리/NNG;위축/NNG,7,19,25,2.0718873887766454e-06,7.780358035697102e-06,0.2662971780052547
동전/NNG,13,16,28,3.847790864870912e-06,6.5518804511133485e-06,0.5872803836365885
욕심/NNG,13,13,25,3.847790864870912e-06,5.323402866529596e-06,0.7228066260142628
감세안/NNG,21,26,46,6.215662166329935e-06,1.0646805733059192e-05,0.5838053517807508
양육/NNG,23,26,48,6.8076299916946914e-06,1.0646805733059192e-05,0.6394058614741556
총비/NNG,1,31,31,2.959839126823779e-07,1.2694268374032111e-05,0.0233163427746536
하방/NNG;위험/NNG;확대/NNG,7,13,19,2.0718873887766454e-06,5.323402866529596e-06,0.3892035678538338
지지지지/MAG,13,15,27,3.847790864870912e-06,6.142387922918765e-06,0.6264324092123611
외생/NNG,23,26,48,6.8076299916946914e-06,1.0646805733059192e-05,0.6394058614741556
내재/NNG,106,158,263,3.137429474433206e-05,6.469981945474432e-05,0.4849209009969105
최저/NNG;하락/NNG,10,16,25,2.9598391268237788e-06,6.5518804511133485e-06,0.4517541412589143
승수/NNG,107,106,212,3.1670278657014435e-05,4.340620798862593e-05,0.7296255564483598
메이저/NNG,26,27,52,7.695581729741824e-06,1.1056298261253776e-05,0.6960360102359567
신탁상품/NNG,5,20,24,1.4799195634118894e-06,8.189850563891686e-06,0.1807016565035657
채권비중/NNG,48,81,128,1.4207227808754138e-05,3.316889478376133e-05,0.4283298524528964
매도차익/NNG,19,19,37,5.62369434096518e-06,7.780358035697102e-06,0.7228066260142628
선반/NNG,8,26,33,2.367871301459023e-06,1.0646805733059192e-05,0.2224020387736193
특별자금/NNG,23,32,54,6.8076299916946914e-06,1.3103760902226695e-05,0.5195172624477514
집행위원회/NNG,20,31,50,5.9196782536475576e-06,1.2694268374032111e-05,0.4663268554930728
손꼽힌다/VV,7,12,18,2.0718873887766454e-06,4.913910338335011e-06,0.42163719850832
공공자금/NNG,6,21,26,1.7759034760942673e-06,8.59934309208627e-06,0.2065161788612179
부진/NNG;벗어나/VV,8,13,20,2.367871301459023e-06,5.323402866529596e-06,0.4448040775472386
우여곡절/NNG,9,9,17,2.663855214141401e-06,3.6854327537512585e-06,0.7228066260142629
가격차/NNG,8,18,25,2.367871301459023e-06,7.370865507502517e-06,0.3212473893396724
선물거래/NNG,12,14,25,3.5518069521885345e-06,5.73289539472418e-06,0.6195485365836539
지준부리/NNG,13,26,38,3.847790864870912e-06,1.0646805733059192e-05,0.3614033130071314
현금결제/NNG,7,18,24,2.0718873887766454e-06,7.370865507502517e-06,0.2810914656722134
전적/NNG,47,50,96,1.391124389607176e-05,2.0474626409729213e-05,0.6794382284534072
부도율/NNG;상승/NNG,7,13,19,2.0718873887766454e-06,5.323402866529596e-06,0.3892035678538338
반등시/NNG,40,50,89,1.1839356507295117e-05,2.0474626409729213e-05,0.5782453008114103
논문/NNG,33,48,80,9.76746911851847e-06,1.9655641353340045e-05,0.4969295553848057
임금/NNG;하락/NNG,7,11,17,2.0718873887766454e-06,4.504417810140428e-06,0.4599678529181673
디플레이션/NNG;압력/NNG,10,21,30,2.9598391268237788e-06,8.59934309208627e-06,0.3441936314353633
가변/NNG,21,20,40,6.215662166329935e-06,8.189850563891686e-06,0.758946957314976
내재가치/NNG,6,16,21,1.7759034760942673e-06,6.5518804511133485e-06,0.2710524847553486
오버슈팅/NNG,76,83,158,2.249477736386072e-05,3.3987879840150496e-05,0.6618470310492046
마이너스/NNG;플러스/NNG,7,11,17,2.0718873887766454e-06,4.504417810140428e-06,0.4599678529181673
번달/NNG,6,13,18,1.7759034760942673e-06,5.323402866529596e-06,0.333603058160429
만료/NNG,47,66,112,1.391124389607176e-05,2.7026506860842565e-05,0.5147259306465205
조정심리/NNG,24,28,51,7.103613904377069e-06,1.146579078944836e-05,0.6195485365836539
화재/NNG,56,85,140,1.6575099110213163e-05,3.480686489653967e-05,0.4762020124329261
適應/NNG,1,26,26,2.959839126823779e-07,1.0646805733059192e-05,0.0278002548467024
공화국/NNG,11,15,25,3.255823039506157e-06,6.142387922918765e-06,0.5300581924104595
패소/NNG,5,17,21,1.4799195634118894e-06,6.961372979307933e-06,0.212590184121842
경제/NNG;성장률/NNG;하락/NNG,13,16,28,3.847790864870912e-06,6.5518804511133485e-06,0.5872803836365885
방향성설정/NNG,8,14,21,2.367871301459023e-06,5.73289539472418e-06,0.4130323577224359
폐해/NNG,21,22,42,6.215662166329935e-06,9.008835620280857e-06,0.6899517793772508
기대/NNG;인플레이션/NNG;높/VA,22,21,42,6.511646079012314e-06,8.59934309208627e-06,0.7572259891577993
크기/NNG,67,64,130,1.983092214971932e-05,2.62075218044534e-05,0.7566881866086814
손절/NNG,101,109,209,2.9894375180920167e-05,4.4634685573209686e-05,0.6697565984168858
글로벌/NNG;금융시장/NNG;불안/NNG,18,27,44,5.327710428282802e-06,1.1056298261253776e-05,0.4818710840095086
부인/NNG,65,68,132,1.923895432435456e-05,2.7845491917231733e-05,0.6909180983959865
전망/NNG;양적완화/NNG;축소/NNG,10,15,24,2.9598391268237788e-06,6.142387922918765e-06,0.4818710840095085
금리/NNG;과도/NNG,11,12,22,3.255823039506157e-06,4.913910338335011e-06,0.6625727405130744
용채/NNG,12,53,64,3.5518069521885345e-06,2.1703103994312966e-05,0.1636543304183236
비효율성/NNG,6,15,20,1.7759034760942673e-06,6.142387922918765e-06,0.2891226504057051
간접/NNG,104,143,246,3.07823269189673e-05,5.8557431531825554e-05,0.5256775461921911
가계/NNG;대출/NNG;늘/VV,14,15,28,4.143774777553291e-06,6.142387922918765e-06,0.6746195176133121
마이너스증가율/NNG,5,23,27,1.4799195634118894e-06,9.41832814847544e-06,0.1571318752204919
물동량/NNG,10,32,41,2.9598391268237788e-06,1.3103760902226695e-05,0.2258770706294571
장기물/NNG;하락/NNG,7,13,19,2.0718873887766454e-06,5.323402866529596e-06,0.3892035678538338
대잠/NNG,8,10,17,2.367871301459023e-06,4.094925281945843e-06,0.5782453008114103
실업률/NNG,1439,1520,2958,0.0004259208503499,0.0006224286428557,0.6842886413385028
유발/NNG,232,218,449,6.866826774231167e-05,8.926937114641937e-05,0.7692254001619678
둔화/NNG;하락/NNG,8,11,18,2.367871301459023e-06,4.504417810140428e-06,0.5256775461921911
구성항목/NNG,34,39,72,1.0063453031200847e-05,1.597020859958879e-05,0.630139109858588
자기자본/NNG,169,212,380,5.0021281243321866e-05,8.681241597725187e-05,0.5761996216811813
국의/NNG,26,35,60,7.695581729741824e-06,1.433223848681045e-05,0.5369420650391666
범일/NNG,13,32,44,3.847790864870912e-06,1.3103760902226695e-05,0.2936401918182942
설비/NNG;투자/NNG;감소/NNG,18,22,39,5.327710428282802e-06,9.008835620280857e-06,0.5913872394662151
